ppTime.la,ppTime.ab,ppTime.bo,ppTime.or,ppTime.ra,ppTime.at,ppTime.to,ppTime.oi,ppTime.ir,ppTime.re,ppTime.eg,ppTime.gr,ppTime.re,ppTime.ey,ppTime.yc,prTime.la,prTime.ab,prTime.bo,prTime.or,prTime.ra,prTime.at,prTime.to,prTime.oi,prTime.ir,prTime.re,prTime.eg,prTime.gr,prTime.re,prTime.ey,prTime.yc,rpTime.la,rpTime.ab,rpTime.bo,rpTime.or,rpTime.ra,rpTime.at,rpTime.to,rpTime.oi,rpTime.ir,rpTime.re,rpTime.eg,rpTime.gr,rpTime.re,rpTime.ey,rpTime.yc,rrTime.la,rrTime.ab,rrTime.bo,rrTime.or,rrTime.ra,rrTime.at,rrTime.to,rrTime.oi,rrTime.ir,rrTime.re,rrTime.eg,rrTime.gr,rrTime.re,rrTime.ey,rrTime.yc,subject,time_to_type
1802592,1001440,4306192,1602304,901296,1702448,1502160,2303312,2804032,2203168,1201728,1402016,901296,1902736,1201728,3204608,2403456,5207488,2303312,2103024,2703888,2403456,2804032,3605184,3404896,2904176,2103024,2603744,2603744,2303312,901296,-400576,2904176,701008,200288,500720,500720,1402016,2303312,1402016,0,-300432,200288,200288,500720,2303312,1001440,3805472,1402016,1402016,1502160,1402016,1902736,3104464,2603744,1702448,400576,1902736,901296,1602304,82,31745648
2703888,1502160,2303312,2103024,1502160,2103024,2002880,6008640,3805472,1802592,1402016,1902736,1201728,1602304,1402016,4206048,2603744,3204608,3004320,3304752,3204608,3004320,7210368,4806912,2904176,3004320,2503600,3304752,2103024,2103024,1902736,0,1201728,1201728,600864,300432,901296,5007200,2603744,801152,300432,300432,600864,-500720,901296,3404896,1101584,2103024,2103024,2403456,1402016,1902736,6208928,3605184,1902736,1902736,901296,2703888,0,1602304,82,42260768
2603744,500720,1802592,1201728,2403456,3304752,1702448,3304752,1702448,3705328,1201728,2804032,2203168,4105904,600864,4005760,1702448,3004320,2203168,3404896,4005760,2904176,4306192,2303312,5407776,2403456,3805472,3204608,4706768,1301872,1702448,-901296,600864,0,1402016,2303312,1001440,2103024,701008,3104464,-500720,1602304,1201728,3104464,0,3104464,300432,1802592,1001440,2403456,3004320,2203168,3104464,1301872,4806912,701008,2603744,2203168,3705328,701008,73,42661344
2303312,600864,1201728,1602304,1101584,5507920,801152,2904176,1402016,1802592,901296,2002880,1402016,1402016,1602304,3304752,1602304,1902736,2303312,1902736,6108784,1902736,3905616,1902736,3004320,2002880,2804032,2203168,2203168,2403456,1402016,-400576,200288,901296,400576,4706768,200288,1802592,400576,1301872,-300432,901296,600864,600864,801152,2403456,600864,901296,1602304,1201728,5307632,1301872,2804032,901296,2503600,801152,1702448,1402016,1402016,1602304,73,33748528
2103024,801152,1201728,1101584,1702448,3805472,1201728,2804032,1201728,1702448,701008,2303312,1402016,2002880,1602304,3104464,1702448,2103024,2002880,2603744,4506480,2303312,3705328,1902736,2904176,1902736,3004320,2403456,2904176,2303312,1201728,-200288,300432,200288,801152,2904176,500720,1702448,300432,1001440,-500720,1101584,701008,1001440,701008,2203168,701008,1201728,1101584,1702448,3605184,1602304,2603744,1001440,2203168,701008,1802592,1702448,1902736,1402016,73,28941616
2203168,801152,901296,1402016,1101584,5507920,701008,2203168,1502160,1902736,1001440,1902736,2002880,1201728,1802592,3304752,1502160,1502160,2203168,2002880,6008640,1502160,3104464,2203168,3204608,2002880,2703888,2703888,1902736,2603744,1502160,-300432,200288,801152,300432,4606624,200288,1402016,600864,1201728,-300432,901296,1201728,500720,1101584,2603744,400576,801152,1602304,1201728,5107344,1001440,2303312,1301872,2503600,701008,1702448,1902736,1201728,1902736,73,29141904
1902736,1001440,1001440,1402016,901296,3104464,1201728,2804032,1201728,1902736,1201728,2403456,1301872,1502160,1702448,3104464,1702448,1902736,2103024,1802592,4005760,2403456,3705328,1902736,3304752,2103024,3104464,2303312,2203168,2403456,1201728,-200288,300432,500720,200288,2203168,300432,1602304,300432,1201728,-200288,1502160,600864,500720,1001440,2403456,500720,1201728,1201728,1101584,3104464,1502160,2503600,1001440,2603744,701008,2203168,1602304,1201728,1702448,73,27339312
2303312,701008,1001440,1502160,1101584,4206048,1001440,2103024,1402016,1802592,901296,1802592,1602304,1201728,1702448,3304752,1702448,1602304,2403456,1902736,4706768,1702448,3104464,2002880,3004320,1902736,2703888,2503600,2002880,2503600,1502160,-300432,0,901296,200288,3404896,500720,1402016,400576,1201728,-300432,801152,701008,300432,901296,2503600,701008,600864,1802592,1001440,3905616,1201728,2403456,1001440,2403456,701008,1702448,1602304,1101584,1702448,73,27139024
2303312,801152,901296,1502160,1101584,2103024,1001440,2203168,1301872,1702448,901296,4005760,1702448,1502160,1602304,3505040,2002880,1902736,2303312,2002880,2904176,2002880,3304752,1802592,3104464,2103024,5007200,2403456,2403456,2303312,1402016,-400576,-300432,500720,300432,1201728,200288,1201728,200288,1201728,-500720,2804032,701008,801152,701008,2603744,801152,701008,1301872,1201728,2002880,1201728,2303312,701008,2603744,701008,3805472,1402016,1702448,1402016,73,27038880
2703888,600864,1201728,1502160,2403456,5207488,2103024,3304752,2002880,1702448,1001440,1702448,1001440,1502160,1402016,3505040,1602304,1902736,2303312,3004320,5708208,3004320,4306192,2603744,2804032,1802592,2503600,1702448,2203168,2002880,1702448,-200288,200288,801152,1602304,4606624,1602304,2403456,1001440,1101584,-100144,901296,200288,801152,701008,2503600,801152,901296,1602304,2203168,5107344,2503600,3404896,1602304,2203168,701008,1702448,901296,1502160,1301872,73,32446656
2203168,701008,1001440,1602304,1201728,3304752,1001440,2503600,1502160,1402016,1001440,1902736,1101584,1402016,1201728,3104464,1702448,1902736,2403456,1902736,4005760,1902736,3505040,2203168,2804032,1902736,2804032,2103024,2203168,2203168,1402016,-200288,0,701008,400576,2603744,300432,1602304,500720,701008,-400576,1001440,200288,400576,400576,2303312,801152,901296,1502160,1101584,3304752,1201728,2603744,1201728,2103024,500720,1902736,1201728,1201728,1402016,73,25937296
2002880,600864,1101584,1602304,1402016,4506480,801152,1902736,1602304,1502160,801152,1602304,1402016,1301872,1001440,2804032,1602304,2203168,2303312,2303312,5107344,1502160,2804032,2103024,2603744,1702448,2603744,2303312,1902736,1702448,1402016,-200288,100144,500720,701008,3605184,200288,1201728,701008,1001440,-300432,701008,400576,400576,400576,2203168,801152,1201728,1201728,1602304,4206048,901296,2103024,1201728,2103024,600864,1702448,1301872,1001440,1101584,73,26137584
1902736,901296,1001440,1201728,1201728,2603744,901296,1902736,1001440,1602304,1201728,1402016,901296,1502160,901296,3104464,1902736,1902736,2103024,2103024,3304752,1602304,2904176,1902736,3104464,2203168,2303312,1902736,2203168,1702448,1201728,-300432,0,300432,300432,1702448,200288,1201728,0,701008,-300432,400576,0,500720,200288,2403456,701008,901296,1201728,1201728,2403456,901296,2203168,901296,2203168,701008,1301872,1001440,1201728,1001440,73,22832832
2303312,901296,1201728,1402016,1101584,2103024,1201728,1902736,1201728,1602304,901296,1702448,4406336,2904176,1201728,3404896,1802592,2103024,2103024,2103024,2904176,1902736,2804032,1902736,2804032,1902736,2503600,5307632,3605184,1902736,1702448,-200288,300432,500720,400576,1101584,400576,1201728,300432,901296,-300432,701008,3605184,2002880,500720,2804032,701008,1201728,1201728,1402016,1902736,1101584,2103024,1001440,2103024,701008,1502160,4506480,2703888,1201728,73,28641184
2904176,2703888,3004320,4907056,3304752,10314832,2203168,14220448,3505040,8812672,2303312,2804032,2603744,2603744,2703888,4206048,4606624,4005760,6309072,5507920,11816992,3805472,15322032,5107344,10314832,4005760,4506480,4406336,4206048,4206048,1902736,1402016,1101584,3905616,1902736,8111664,701008,12618144,2403456,7210368,801152,1101584,901296,801152,1101584,3204608,3304752,2103024,5307632,4105904,9613824,2303312,13719728,4005760,8712528,2503600,2804032,2703888,2403456,2603744,81,93634640
2603744,1902736,3505040,2904176,4907056,2904176,2603744,7310512,2203168,5908496,2203168,3204608,1702448,5708208,6609504,4706768,3705328,5207488,4306192,5908496,4306192,4706768,9012960,3905616,8111664,4005760,5107344,3404896,7410656,7811232,1402016,-200288,1702448,1201728,3505040,1902736,1201728,5207488,500720,4206048,0,1402016,-200288,4005760,4907056,3505040,1602304,3404896,2603744,4506480,3304752,3304752,6909936,2203168,6409216,1802592,3304752,1502160,5708208,6108784,81,64793168
2904176,2103024,4606624,4005760,7510800,4506480,2804032,5307632,2904176,7010080,2503600,3304752,2203168,2804032,3905616,5007200,4005760,5608064,5207488,8812672,5808352,4606624,7310512,4406336,8412096,4706768,5307632,3505040,4306192,5207488,1602304,0,2703888,3004320,6309072,3204608,1502160,3505040,901296,5507920,1101584,1101584,200288,1502160,2403456,3705328,1902736,3705328,4206048,7610944,4506480,3304752,5507920,2403456,6909936,3304752,3104464,1502160,3004320,3705328,81,74607280
5908496,6609504,4506480,4005760,2403456,8712528,3605184,5207488,12117424,2904176,3104464,4005760,2603744,6208928,9413536,7310512,8311952,5507920,5507920,4105904,10214688,5307632,6709648,13519440,4806912,5207488,5608064,4206048,8712528,10615264,4506480,5207488,2804032,3004320,901296,7010080,2103024,3505040,10615264,1502160,1201728,1902736,1001440,4606624,6909936,5908496,6909936,3805472,4506480,2603744,8512240,3805472,5007200,12017280,3404896,3304752,3505040,2603744,7110224,8111664,81,95737664
3104464,3104464,3004320,4005760,3805472,4306192,2002880,4806912,1802592,4506480,2403456,2904176,2002880,8311952,3204608,4406336,4806912,4105904,5307632,4907056,5307632,4005760,6609504,3104464,6108784,4206048,4907056,3505040,10114544,4306192,1802592,1802592,1301872,2904176,2503600,3204608,1001440,2804032,0,3204608,801152,1101584,0,6809792,1402016,3104464,3505040,2403456,4206048,3605184,4206048,3004320,4606624,1301872,4806912,2603744,3104464,1502160,8612384,2503600,81,62489856
2804032,2303312,3605184,3104464,3104464,4005760,1902736,4206048,1702448,5207488,3104464,3404896,1802592,3404896,4005760,4406336,4306192,4806912,4706768,4005760,5407776,3805472,5908496,3104464,7110224,5007200,5007200,3505040,5307632,5207488,1702448,701008,1602304,1902736,1502160,3104464,500720,2303312,0,3805472,1201728,1502160,200288,1702448,2103024,3304752,2703888,2804032,3505040,2403456,4506480,2403456,4005760,1402016,5708208,3104464,3104464,1902736,3605184,3304752,81,55479776
3104464,2804032,2804032,3805472,2804032,4105904,2403456,6208928,2002880,6008640,2403456,2904176,2002880,7711088,3705328,4306192,4506480,3805472,5007200,3905616,5307632,4206048,7911376,3605184,7510800,4105904,4907056,3404896,9413536,4806912,1902736,1602304,1101584,2804032,1602304,3004320,1201728,4406336,300432,4406336,901296,1201728,0,6309072,2002880,3104464,3304752,2103024,4005760,2703888,4206048,3004320,6108784,1902736,5908496,2603744,3204608,1402016,8011520,3104464,81,68198064
3104464,2804032,3304752,2804032,3605184,5007200,2403456,5908496,2603744,3004320,2002880,3004320,1702448,9213248,4005760,4506480,4406336,4506480,4306192,4606624,6409216,4306192,7310512,4005760,4706768,3905616,4907056,3104464,10915696,5207488,1702448,1402016,1702448,1602304,2103024,4005760,1001440,4005760,1201728,1602304,300432,1101584,-200288,7811232,2303312,3104464,3004320,2904176,3104464,3104464,5407776,2904176,5407776,2603744,3304752,2203168,3004320,1201728,9513680,3505040,81,62790288
3505040,3104464,3505040,3104464,2002880,6609504,2503600,4706768,1802592,4706768,3104464,3204608,2403456,3805472,3605184,4907056,5107344,4506480,4306192,3505040,7711088,4206048,6208928,3304752,6208928,4907056,4806912,3505040,5507920,4907056,2203168,1702448,1502160,2103024,801152,5107344,1402016,3004320,300432,3204608,1602304,1402016,801152,2703888,1902736,3605184,3705328,2503600,3304752,2303312,6208928,3104464,4506480,1802592,4706768,3404896,3004320,1902736,4406336,3204608,81,64592880
2603744,2503600,3404896,2804032,2403456,4706768,1902736,4506480,1201728,3605184,2303312,3404896,1902736,7310512,2303312,4306192,4506480,4806912,4206048,3605184,5908496,3805472,5708208,2904176,4806912,3705328,4806912,3304752,8912816,3805472,1402016,801152,1402016,1402016,1001440,3505040,701008,2603744,0,1902736,1101584,2002880,500720,5908496,701008,3104464,2804032,2804032,2804032,2203168,4706768,2603744,3805472,1702448,3104464,2503600,3404896,1902736,7510800,2203168,81,55179344
3004320,2904176,2503600,3805472,4005760,3605184,2503600,4206048,1602304,3304752,2503600,5608064,4306192,3805472,4005760,4306192,4706768,3404896,5107344,5207488,5007200,4306192,5608064,3004320,4706768,3805472,7210368,5507920,5407776,4907056,1702448,1602304,701008,2904176,2703888,2403456,1101584,2403456,200288,1902736,1101584,4306192,2703888,2603744,2403456,3004320,3404896,1602304,4206048,3905616,3805472,2904176,3805472,1602304,3304752,2403456,5908496,3905616,4206048,3304752,81,64192304
3104464,3104464,2804032,3805472,2804032,5507920,2303312,4105904,1402016,4306192,2403456,3004320,2403456,5207488,3605184,4506480,4506480,4005760,5007200,4005760,6909936,4005760,5507920,2804032,5708208,4206048,4907056,4105904,6909936,4706768,1902736,1702448,1402016,2603744,1602304,4306192,901296,2403456,0,2904176,1001440,1201728,500720,3505040,1902736,3304752,3104464,2603744,3805472,2804032,5708208,2603744,3805472,1402016,4306192,2804032,3104464,2203168,5207488,3004320,81,57482656
2904176,1902736,2303312,2904176,7811232,2303312,6409216,3104464,2603744,3605184,1402016,1902736,9713968,1902736,2904176,3605184,2603744,3204608,3805472,8512240,3304752,7410656,4105904,3404896,4306192,2403456,2603744,10414976,3104464,3505040,2002880,1201728,1602304,2002880,6909936,1602304,5407776,2103024,1602304,2804032,701008,901296,9012960,1201728,1702448,2703888,1902736,2503600,2904176,7610944,2603744,6409216,3104464,2403456,3505040,1702448,1602304,9713968,2403456,2303312,75,80916352
2703888,1502160,1902736,2503600,2503600,6309072,2303312,2703888,2804032,3505040,1402016,1802592,5307632,4806912,1802592,3404896,2503600,2804032,3404896,3304752,7110224,3404896,3304752,3505040,4105904,2303312,2403456,6008640,5608064,2503600,1902736,801152,901296,1602304,1602304,5507920,1502160,1602304,2203168,2804032,801152,901296,4706768,4105904,1001440,2603744,1802592,1802592,2503600,2403456,6309072,2603744,2203168,2904176,3404896,1702448,1502160,5407776,4907056,1702448,75,50372432
2603744,1502160,2303312,2603744,5908496,2904176,2303312,2603744,2703888,3505040,1201728,1902736,5407776,4506480,1702448,3304752,2603744,3204608,3605184,6909936,3605184,3304752,3404896,3605184,4206048,2103024,2603744,6208928,5207488,2603744,1702448,801152,1201728,1702448,4907056,1902736,1602304,1602304,1902736,2603744,500720,1001440,4706768,3705328,1001440,2403456,1902736,2103024,2703888,5908496,2603744,2603744,2403456,2804032,3304752,1402016,1702448,5507920,4406336,1902736,75,49070560
2603744,1702448,2203168,2804032,5708208,3204608,2403456,2203168,3004320,4506480,1902736,5307632,2002880,3404896,3404896,3104464,2603744,3204608,3905616,6309072,3905616,3404896,2904176,3705328,5007200,3104464,6108784,3104464,4706768,4306192,1802592,1201728,1301872,1802592,4606624,2603744,1702448,1201728,2303312,3805472,1402016,4105904,1201728,2303312,2103024,2303312,2103024,2303312,2904176,5207488,3304752,2703888,1902736,3004320,4306192,2603744,4907056,2303312,3605184,3004320,75,52074880
2703888,901296,2103024,1902736,4005760,3605184,2203168,3004320,2603744,3505040,1502160,1702448,6309072,3805472,1902736,3404896,2002880,3304752,3304752,5007200,4606624,3304752,3705328,3304752,4306192,2403456,2904176,7110224,4506480,2603744,2002880,200288,1001440,701008,2603744,2603744,1201728,1902736,1902736,2804032,701008,801152,5107344,3004320,1201728,2703888,1301872,2203168,2103024,3605184,3605184,2303312,2603744,2603744,3605184,1602304,2002880,5908496,3705328,1902736,75,46466816
2904176,1301872,2203168,2103024,2403456,3605184,2103024,3004320,2904176,3304752,2303312,5407776,1902736,3705328,3204608,3505040,2103024,2904176,3104464,3304752,4406336,3104464,3705328,3605184,4105904,3004320,6309072,3104464,4907056,3905616,2203168,701008,1402016,1402016,1402016,2703888,1301872,2002880,2203168,2603744,1502160,4706768,1001440,2503600,2002880,2804032,1502160,2103024,2403456,2303312,3505040,2303312,2703888,2904176,3404896,2203168,5608064,2203168,3705328,2703888,75,47468256
2703888,1902736,2103024,2103024,2203168,4706768,2203168,3004320,2103024,3204608,1301872,3905616,1602304,5007200,2904176,3605184,2904176,3004320,3304752,3104464,5407776,3404896,3705328,3104464,4105904,2503600,4806912,2804032,6409216,3605184,1702448,1001440,1101584,1201728,1001440,3805472,1502160,1802592,1402016,2203168,400576,2703888,701008,3805472,1502160,2603744,2002880,2002880,2403456,1902736,4506480,2703888,2503600,2403456,3104464,1602304,3605184,1902736,5207488,2203168,75,45365232
2603744,1902736,2002880,2403456,1902736,4306192,2503600,2804032,2904176,3104464,1802592,3905616,2303312,4105904,3004320,3304752,2603744,2804032,3304752,2804032,5007200,3605184,3505040,3705328,3905616,3004320,4907056,3104464,5207488,3805472,1702448,1201728,1301872,1602304,1001440,3404896,1802592,1702448,2203168,2303312,1001440,2703888,1301872,3304752,1902736,2403456,1902736,2103024,2503600,1902736,4105904,2904176,2403456,3004320,3104464,2203168,3705328,2103024,4406336,2703888,75,46566960
2503600,1702448,1902736,2203168,2303312,5908496,2403456,3104464,2603744,3304752,1502160,4907056,1702448,3505040,2904176,3304752,2703888,2904176,3304752,3304752,6909936,3605184,4105904,3505040,4105904,2603744,5908496,2703888,4706768,3605184,1602304,901296,901296,1201728,1201728,4907056,1402016,1902736,1602304,2403456,701008,3805472,701008,2503600,1702448,2403456,1902736,1902736,2303312,2203168,5908496,2603744,2904176,2503600,3204608,1802592,4806912,1702448,3705328,2403456,75,49370992
2403456,1702448,1602304,2203168,2203168,3104464,2002880,2804032,2603744,3204608,1301872,4105904,2002880,2804032,4606624,3004320,2603744,2403456,3104464,3104464,3905616,3104464,3404896,3304752,3805472,2303312,4907056,2804032,4005760,5608064,1502160,1101584,701008,1402016,1301872,2203168,1201728,1702448,2002880,2503600,701008,3104464,1201728,2002880,3404896,2103024,2002880,1502160,2303312,2203168,3004320,2303312,2303312,2703888,3104464,1702448,3905616,2002880,3204608,4406336,75,44363792
6609504,1802592,2002880,2103024,1902736,3805472,2103024,2804032,2703888,3004320,1201728,3805472,2103024,3605184,2703888,7310512,2804032,2904176,3104464,2804032,4806912,3304752,3805472,3404896,3705328,2403456,4806912,3104464,4806912,3505040,5908496,1101584,1001440,1201728,901296,2904176,1101584,1602304,1702448,2303312,500720,2603744,1101584,2603744,1502160,6609504,2103024,1902736,2203168,1802592,3905616,2303312,2603744,2403456,3004320,1702448,3605184,2103024,3805472,2303312,75,46967536
